,access_right,communities,conference_acronym,conference_dates,conference_place,conference_title,conference_url,contributors,creators,description,doi,keywords,license,notes,prereserve_doi,publication_date,publication_type,references,title,upload_type,files;
"69,open,""[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]"",DHd 2015,23.02.2015-27.02.2015,Graz,""DHd 2015 Von Daten zu Erkenntnissen: Digitale Geisteswissenschaften als Mittler zwischen Information und Interpretation. 2. Tagung des Verbands """"Digital Humanities im deutschsprachigen Raum"""""",https://dhd2015.uni-graz.at/de/,""[{'affiliation': 'Zentrum für Informationsmodellierung - Austrian Centre for Digital Humanities, Universität Graz', 'name': 'Stigler, Johannes', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]"",""[{'affiliation': 'Universität zu Köln, Deutschland', 'name': 'Thaller, Manfred'}]"",A single abstract from the DHd-2015 Book of Abstracts.,10.5281/zenodo.4623326,['DHd2015'],CC-BY-4.0,""Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema """"Nachname, Vorname"""" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig."",""{'doi': '10.5281/zenodo.4623326', 'recid': 4623326}"",2015-03-12,conferencepaper,['http://gams.uni-graz.at/o:dhd2015.abstracts-gesamt'],Digital Humanities als Beruf – Fortschritte auf dem Weg zu einem Curriculum,publication,['150226_Panel_I_Thaller-Digital_Humanities_als_Beruf_–_Fortschritte_auf_dem_Weg_zu_einem_Curriculum-851018.pdf']";
"70,open,""[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]"",DHd 2015,23.02.2015-27.02.2015,Graz,""DHd 2015 Von Daten zu Erkenntnissen: Digitale Geisteswissenschaften als Mittler zwischen Information und Interpretation. 2. Tagung des Verbands """"Digital Humanities im deutschsprachigen Raum"""""",https://dhd2015.uni-graz.at/de/,""[{'affiliation': 'Zentrum für Informationsmodellierung - Austrian Centre for Digital Humanities, Universität Graz', 'name': 'Stigler, Johannes', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]"",""[{'affiliation': 'Österreichische Akademie der Wissenschaften', 'name': 'Wandl-Vogt, Eveline'}, {'affiliation': 'Zentrum für Soziale Innovation', 'name': 'Kieslinger, Barbara'}, {'affiliation': 'Trinity College Dublin', 'name': 'O´Connor, Alexander'}, {'affiliation': 'Universität Salamanca', 'name': 'Theron, Roberto'}]"",A single abstract from the DHd-2015 Book of Abstracts.,10.5281/zenodo.4623328,['DHd2015'],CC-BY-4.0,""Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema """"Nachname, Vorname"""" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig."",""{'doi': '10.5281/zenodo.4623328', 'recid': 4623328}"",2015-03-12,conferencepaper,['http://gams.uni-graz.at/o:dhd2015.abstracts-gesamt'],exploreAT! Perspektiven einer Transformation am Beispiel eines lexikographischen Jahrhundertprojekts,publication,['150226_Philologie_VIII_1_Wandl-Vogt-Transformation_Perspektiven_am_Beispiel_eines_lexikographischen_Jahrhundertprojekts-841120.pdf']";
"71,open,""[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]"",DHd 2015,23.02.2015-27.02.2015,Graz,""DHd 2015 Von Daten zu Erkenntnissen: Digitale Geisteswissenschaften als Mittler zwischen Information und Interpretation. 2. Tagung des Verbands """"Digital Humanities im deutschsprachigen Raum"""""",https://dhd2015.uni-graz.at/de/,""[{'affiliation': 'Zentrum für Informationsmodellierung - Austrian Centre for Digital Humanities, Universität Graz', 'name': 'Stigler, Johannes', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]"",""[{'affiliation': 'DFKI GmbH, Saarbrücken, Deutschland', 'name': 'Declerck, Thierry'}, {'affiliation': 'Österreichische Akademie der Wissenschaften, Wien, Österreich', 'name': 'Wandl-Vogt, Eveline'}]"",A single abstract from the DHd-2015 Book of Abstracts.,10.5281/zenodo.4623330,['DHd2015'],CC-BY-4.0,""Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema """"Nachname, Vorname"""" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig."",""{'doi': '10.5281/zenodo.4623330', 'recid': 4623330}"",2015-03-12,conferencepaper,['http://gams.uni-graz.at/o:dhd2015.abstracts-gesamt'],Für eine pan-europäische Lexikologie und Lexikographie mittels des Linked Open Data Frameworks,publication,['150226_Philologie_VIII_2_Declerck-FÅr_eine_pan-eÅropaische_Lexikologie_Ånd_Lexikographie_mittels_des_Linked_Open_Data_Frameworks-140118.pdf']";
"72,open,""[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]"",DHd 2015,23.02.2015-27.02.2015,Graz,""DHd 2015 Von Daten zu Erkenntnissen: Digitale Geisteswissenschaften als Mittler zwischen Information und Interpretation. 2. Tagung des Verbands """"Digital Humanities im deutschsprachigen Raum"""""",https://dhd2015.uni-graz.at/de/,""[{'affiliation': 'Zentrum für Informationsmodellierung - Austrian Centre for Digital Humanities, Universität Graz', 'name': 'Stigler, Johannes', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]"",""[{'affiliation': 'Austrian Center for Digital Humanities (ACDH) der Österreichischen Akademie derWissenschaften', 'name': 'Pirker, Hannes'}, {'affiliation': 'Austrian Center for Digital Humanities (ACDH) der Österreichischen Akademie derWissenschaften', 'name': 'Moerth, Karlheinz'}]"",A single abstract from the DHd-2015 Book of Abstracts.,10.5281/zenodo.4623332,['DHd2015'],CC-BY-4.0,""Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema """"Nachname, Vorname"""" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig."",""{'doi': '10.5281/zenodo.4623332', 'recid': 4623332}"",2015-03-12,conferencepaper,['http://gams.uni-graz.at/o:dhd2015.abstracts-gesamt'],Integrierte Lexikographische Dienste zur Unterstützung der digitalen Geisteswissenschaften (aiLEs),publication,['150226_Philologie_VIII_3_Pirker-Integrierte_Lexikographische_Dienste_zur_UnterstÅtzung_der_digitalen_Geisteswissenschaften-1601118.pdf']";
"73,open,""[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]"",DHd 2015,23.02.2015-27.02.2015,Graz,""DHd 2015 Von Daten zu Erkenntnissen: Digitale Geisteswissenschaften als Mittler zwischen Information und Interpretation. 2. Tagung des Verbands """"Digital Humanities im deutschsprachigen Raum"""""",https://dhd2015.uni-graz.at/de/,""[{'affiliation': 'Zentrum für Informationsmodellierung - Austrian Centre for Digital Humanities, Universität Graz', 'name': 'Stigler, Johannes', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]"",""[{'affiliation': 'Centrum für Informations- und Sprachverarbeitung (CIS), LMU, München', 'name': 'Hadersbeck, Maximilian'}, {'affiliation': 'Wittgenstein Archives at the University of Bergen (WAB)', 'name': 'Pichler, Alois'}, {'affiliation': 'Centrum für Informations- und Sprachverarbeitung (CIS), LMU, München', 'name': 'Fink, Florian'}, {'affiliation': 'Centrum für Informations- und Sprachverarbeitung (CIS), LMU, München', 'name': 'Bruder, Daniel'}, {'affiliation': 'Centrum für Informations- und Sprachverarbeitung (CIS), LMU, München', 'name': 'Arends, Ina'}, {'affiliation': 'Centrum für Informations- und Sprachverarbeitung (CIS), LMU, München', 'name': 'Baiter, Johannes'}]"",A single abstract from the DHd-2015 Book of Abstracts.,10.5281/zenodo.4623334,['DHd2015'],CC-BY-4.0,""Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema """"Nachname, Vorname"""" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig."",""{'doi': '10.5281/zenodo.4623334', 'recid': 4623334}"",2015-03-12,conferencepaper,['http://gams.uni-graz.at/o:dhd2015.abstracts-gesamt'],Wittgensteins Nachlass: Erkenntnisse und Weiterentwicklung der FinderApp WiTTFind,publication,['150226_Philologie_VII_1_Hadersbeck-Wittgensteins_Nachlass-441032.pdf']";
"74,open,""[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]"",DHd 2015,23.02.2015-27.02.2015,Graz,""DHd 2015 Von Daten zu Erkenntnissen: Digitale Geisteswissenschaften als Mittler zwischen Information und Interpretation. 2. Tagung des Verbands """"Digital Humanities im deutschsprachigen Raum"""""",https://dhd2015.uni-graz.at/de/,""[{'affiliation': 'Zentrum für Informationsmodellierung - Austrian Centre for Digital Humanities, Universität Graz', 'name': 'Stigler, Johannes', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]"",""[{'affiliation': 'Österreichische Nationabibliothek, Österreich', 'name': 'Kastberger, Klaus'}, {'affiliation': 'Österreichische Nationabibliothek, Österreich', 'name': 'Pektor, Katharina'}]"",A single abstract from the DHd-2015 Book of Abstracts.,10.5281/zenodo.4623336,['DHd2015'],CC-BY-4.0,""Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema """"Nachname, Vorname"""" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig."",""{'doi': '10.5281/zenodo.4623336', 'recid': 4623336}"",2015-03-12,conferencepaper,['http://gams.uni-graz.at/o:dhd2015.abstracts-gesamt'],Information / Kommentar / Interpretation: HANDKEonline,publication,['150226_Philologie_VII_2_Kastberger-InformationKommentarInterpretation-31027.pdf']";
"75,open,""[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]"",DHd 2015,23.02.2015-27.02.2015,Graz,""DHd 2015 Von Daten zu Erkenntnissen: Digitale Geisteswissenschaften als Mittler zwischen Information und Interpretation. 2. Tagung des Verbands """"Digital Humanities im deutschsprachigen Raum"""""",https://dhd2015.uni-graz.at/de/,""[{'affiliation': 'Zentrum für Informationsmodellierung - Austrian Centre for Digital Humanities, Universität Graz', 'name': 'Stigler, Johannes', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]"",""[{'affiliation': 'Institut für Kulturwissenschaft, Humboldt-Universität zu Berlin', 'name': 'Thomas, Christian'}]"",A single abstract from the DHd-2015 Book of Abstracts.,10.5281/zenodo.4623338,['DHd2015'],CC-BY-4.0,""Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema """"Nachname, Vorname"""" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig."",""{'doi': '10.5281/zenodo.4623338', 'recid': 4623338}"",2015-03-12,conferencepaper,['http://gams.uni-graz.at/o:dhd2015.abstracts-gesamt'],Hidden Kosmos – Humboldts 'Kosmos-Vorträge' als Probe der Digital Humanities,publication,['150226_Philologie_VII_3_Thomas-Hidden_Kosmos_–_Humboldts_‚Kosmos-Vorträge‘-1681182.pdf']";
"76,open,""[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]"",DHd 2015,23.02.2015-27.02.2015,Graz,""DHd 2015 Von Daten zu Erkenntnissen: Digitale Geisteswissenschaften als Mittler zwischen Information und Interpretation. 2. Tagung des Verbands """"Digital Humanities im deutschsprachigen Raum"""""",https://dhd2015.uni-graz.at/de/,""[{'affiliation': 'Zentrum für Informationsmodellierung - Austrian Centre for Digital Humanities, Universität Graz', 'name': 'Stigler, Johannes', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]"",""[{'affiliation': 'Berlin-Brandenburgische Akademie der Wissenschaften', 'name': 'Dumont, Stefan'}, {'affiliation': 'Berlin-Brandenburgische Akademie der Wissenschaften', 'name': 'Fechner, Martin'}]"",A single abstract from the DHd-2015 Book of Abstracts.,10.5281/zenodo.4623342,['DHd2015'],CC-BY-4.0,""Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema """"Nachname, Vorname"""" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig."",""{'doi': '10.5281/zenodo.4623342', 'recid': 4623342}"",2015-03-12,conferencepaper,['http://gams.uni-graz.at/o:dhd2015.abstracts-gesamt'],ediarum – Eine digitale Arbeitsumgebung für Editionsvorhaben,publication,['150224_Workshop_IV_Dumont-ediarum_–_Eine_digitale_Arbeitsumgebung_für_Editionsvorhaben-1821070_a.pdf']";
"77,open,""[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]"",DHd 2015,23.02.2015-27.02.2015,Graz,""DHd 2015 Von Daten zu Erkenntnissen: Digitale Geisteswissenschaften als Mittler zwischen Information und Interpretation. 2. Tagung des Verbands """"Digital Humanities im deutschsprachigen Raum"""""",https://dhd2015.uni-graz.at/de/,""[{'affiliation': 'Zentrum für Informationsmodellierung - Austrian Centre for Digital Humanities, Universität Graz', 'name': 'Stigler, Johannes', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]"",""[{'affiliation': 'BBAW', 'name': 'Dumont, Stefan'}, {'affiliation': 'BBAW', 'name': 'Illetschko, Marcel'}, {'affiliation': 'BBAW', 'name': 'Seifert, Sabine'}, {'affiliation': 'BBAW', 'name': 'Stadler, Peter'}]"",A single abstract from the DHd-2015 Book of Abstracts.,10.5281/zenodo.4623344,['DHd2015'],CC-BY-4.0,""Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema """"Nachname, Vorname"""" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig."",""{'doi': '10.5281/zenodo.4623344', 'recid': 4623344}"",2015-03-12,conferencepaper,['http://gams.uni-graz.at/o:dhd2015.abstracts-gesamt'],correspSearch. Ein zentraler Service zum Vernetzen von Briefeditionen und -repositorien,publication,['150226_Philologie_VI_1_Dumont-correspSearch_Ein_zentraler_Service_zum_Vernetzen_von_Briefeditionen-1101070.pdf']";
"78,open,""[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]"",DHd 2015,23.02.2015-27.02.2015,Graz,""DHd 2015 Von Daten zu Erkenntnissen: Digitale Geisteswissenschaften als Mittler zwischen Information und Interpretation. 2. Tagung des Verbands """"Digital Humanities im deutschsprachigen Raum"""""",https://dhd2015.uni-graz.at/de/,""[{'affiliation': 'Zentrum für Informationsmodellierung - Austrian Centre for Digital Humanities, Universität Graz', 'name': 'Stigler, Johannes', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]"",""[{'affiliation': 'Trinity College Dublin, Irland', 'name': 'Bleier, Roman'}]"",A single abstract from the DHd-2015 Book of Abstracts.,10.5281/zenodo.4623346,['DHd2015'],CC-BY-4.0,""Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema """"Nachname, Vorname"""" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig."",""{'doi': '10.5281/zenodo.4623346', 'recid': 4623346}"",2015-03-12,conferencepaper,['http://gams.uni-graz.at/o:dhd2015.abstracts-gesamt'],Topic Modelling des Letters of 1916 Briefkorpus,publication,['150226_Philologie_VI_2_Bleier-Topic_Modelling_des_Letters_of_1916_Briefkorpus-831122.pdf']";
"79,open,""[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]"",DHd 2015,23.02.2015-27.02.2015,Graz,""DHd 2015 Von Daten zu Erkenntnissen: Digitale Geisteswissenschaften als Mittler zwischen Information und Interpretation. 2. Tagung des Verbands """"Digital Humanities im deutschsprachigen Raum"""""",https://dhd2015.uni-graz.at/de/,""[{'affiliation': 'Zentrum für Informationsmodellierung - Austrian Centre for Digital Humanities, Universität Graz', 'name': 'Stigler, Johannes', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]"",""[{'affiliation': 'Österreichische Akademie der Wissenschaften / Austrian Centre for Digital Humanities', 'name': 'Resch, Claudia'}, {'affiliation': 'Österreichische Akademie der Wissenschaften / Austrian Centre for Digital Humanities', 'name': 'Schopper, Daniel'}, {'affiliation': 'Österreichische Akademie der Wissenschaften / Austrian Centre for Digital Humanities', 'name': 'Krautgartner, Barbara'}]"",A single abstract from the DHd-2015 Book of Abstracts.,10.5281/zenodo.4623348,['DHd2015'],CC-BY-4.0,""Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema """"Nachname, Vorname"""" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig."",""{'doi': '10.5281/zenodo.4623348', 'recid': 4623348}"",2015-03-12,conferencepaper,['http://gams.uni-graz.at/o:dhd2015.abstracts-gesamt'],Von A wie Abraham a Sancta Clara bis U wie Unbekannter Verfasser: Annotation und Repräsentation barocker Literatur,publication,['150226_Philologie_VI_3_Resch-Von_A_wie_Abraham_a_Sancta_Clara_bis_U_wie_Unbekannter_Verfasser-991067.pdf']";
"80,open,""[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]"",DHd 2015,23.02.2015-27.02.2015,Graz,""DHd 2015 Von Daten zu Erkenntnissen: Digitale Geisteswissenschaften als Mittler zwischen Information und Interpretation. 2. Tagung des Verbands """"Digital Humanities im deutschsprachigen Raum"""""",https://dhd2015.uni-graz.at/de/,""[{'affiliation': 'Zentrum für Informationsmodellierung - Austrian Centre for Digital Humanities, Universität Graz', 'name': 'Stigler, Johannes', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]"",""[{'affiliation': 'BBAW', 'name': 'Hanrahan, Elise'}]"",A single abstract from the DHd-2015 Book of Abstracts.,10.5281/zenodo.4623350,['DHd2015'],CC-BY-4.0,""Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema """"Nachname, Vorname"""" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig."",""{'doi': '10.5281/zenodo.4623350', 'recid': 4623350}"",2015-03-12,conferencepaper,['http://gams.uni-graz.at/o:dhd2015.abstracts-gesamt'],'Over-tagging' with XML in Digital Scholarly Editions,publication,['150226_Philologie_V_1_Hanrahan-‘Over-tagging’_with_XML_in_Digital_Scholarly_Editions-1441142.pdf']";
"81,open,""[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]"",DHd 2015,23.02.2015-27.02.2015,Graz,""DHd 2015 Von Daten zu Erkenntnissen: Digitale Geisteswissenschaften als Mittler zwischen Information und Interpretation. 2. Tagung des Verbands """"Digital Humanities im deutschsprachigen Raum"""""",https://dhd2015.uni-graz.at/de/,""[{'affiliation': 'Zentrum für Informationsmodellierung - Austrian Centre for Digital Humanities, Universität Graz', 'name': 'Stigler, Johannes', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]"",""[{'affiliation': 'Institut für Maschinelle Sprachverarbeitung, Universität Stuttgart', 'name': 'Müller, Andreas'}, {'affiliation': 'Institut für Visualisierung und Interaktive Systeme, Universität Stuttgart', 'name': 'John, Markus'}, {'affiliation': 'Institut für Visualisierung und Interaktive Systeme, Universität Stuttgart', 'name': 'Koch, Steffen'}, {'affiliation': 'Institut für Visualisierung und Interaktive Systeme, Universität Stuttgart', 'name': 'Ertl, Thomas'}, {'affiliation': 'Institut für Maschinelle Sprachverarbeitung, Universität Stuttgart', 'name': 'Kuhn, Jonas'}]"",A single abstract from the DHd-2015 Book of Abstracts.,10.5281/zenodo.4623352,['DHd2015'],CC-BY-4.0,""Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema """"Nachname, Vorname"""" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig."",""{'doi': '10.5281/zenodo.4623352', 'recid': 4623352}"",2015-03-12,conferencepaper,['http://gams.uni-graz.at/o:dhd2015.abstracts-gesamt'],Erkennung und Visualisierung attribuierter Phrasen in Poetiken,publication,['150226_Philologie_V_2_MÅller-Erkennung_und_Visualisierung_attribuierter_Phrasen-1231132.pdf']";
"82,open,""[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]"",DHd 2015,23.02.2015-27.02.2015,Graz,""DHd 2015 Von Daten zu Erkenntnissen: Digitale Geisteswissenschaften als Mittler zwischen Information und Interpretation. 2. Tagung des Verbands """"Digital Humanities im deutschsprachigen Raum"""""",https://dhd2015.uni-graz.at/de/,""[{'affiliation': 'Zentrum für Informationsmodellierung - Austrian Centre for Digital Humanities, Universität Graz', 'name': 'Stigler, Johannes', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]"",""[{'affiliation': 'FAU Erlangen, Deutschland', 'name': 'Dimpel, Friedrich Michael'}]"",A single abstract from the DHd-2015 Book of Abstracts.,10.5281/zenodo.4623354,['DHd2015'],CC-BY-4.0,""Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema """"Nachname, Vorname"""" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig."",""{'doi': '10.5281/zenodo.4623354', 'recid': 4623354}"",2015-03-12,conferencepaper,['http://gams.uni-graz.at/o:dhd2015.abstracts-gesamt'],Ausgezeichnete Mären analysieren – ein Werkstattbericht,publication,['150226_Philologie_V_3_Dimpel-Ausgezeichnete_Mären_analysieren_–_ein_Werkstattbericht-181056.pdf']";
"83,open,""[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]"",DHd 2015,23.02.2015-27.02.2015,Graz,""DHd 2015 Von Daten zu Erkenntnissen: Digitale Geisteswissenschaften als Mittler zwischen Information und Interpretation. 2. Tagung des Verbands """"Digital Humanities im deutschsprachigen Raum"""""",https://dhd2015.uni-graz.at/de/,""[{'affiliation': 'Zentrum für Informationsmodellierung - Austrian Centre for Digital Humanities, Universität Graz', 'name': 'Stigler, Johannes', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]"",""[{'affiliation': 'Akademie der Wissenschaften zu Göttingen, Deutschland', 'name': 'Wettlaufer, Jörg'}]"",A single abstract from the DHd-2015 Book of Abstracts.,10.5281/zenodo.4623356,['DHd2015'],CC-BY-4.0,""Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema """"Nachname, Vorname"""" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig."",""{'doi': '10.5281/zenodo.4623356', 'recid': 4623356}"",2015-03-12,conferencepaper,['http://gams.uni-graz.at/o:dhd2015.abstracts-gesamt'],Neue Erkenntnisse durch digitalisierte Geschichtswissenschaften? Zur hermeneutischen Reichweite aktueller digitaler Methoden in informationszentrierten Fächern,publication,['150226_Theorie_III_1_Wettlaufer-Neue_Erkenntnisse_durch_digitalisierte_Geschichtswissenschaften-1421176.pdf']";
"84,open,""[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]"",DHd 2015,23.02.2015-27.02.2015,Graz,""DHd 2015 Von Daten zu Erkenntnissen: Digitale Geisteswissenschaften als Mittler zwischen Information und Interpretation. 2. Tagung des Verbands """"Digital Humanities im deutschsprachigen Raum"""""",https://dhd2015.uni-graz.at/de/,""[{'affiliation': 'Zentrum für Informationsmodellierung - Austrian Centre for Digital Humanities, Universität Graz', 'name': 'Stigler, Johannes', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]"",""[{'affiliation': 'Technische Universität Dortmund, Deutschland', 'name': 'Pölitz, Christian'}, {'affiliation': 'Technische Universität Dortmund, Deutschland', 'name': 'Morik, Katharina'}]"",A single abstract from the DHd-2015 Book of Abstracts.,10.5281/zenodo.4623358,['DHd2015'],CC-BY-4.0,""Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema """"Nachname, Vorname"""" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig."",""{'doi': '10.5281/zenodo.4623358', 'recid': 4623358}"",2015-03-12,conferencepaper,['http://gams.uni-graz.at/o:dhd2015.abstracts-gesamt'],Big Data und Data Mining in den Digital Humanities,publication,['150226_Theorie_III_2_Pîlitz-Big_Data_und_Data_Mining_in_den_Digital_Humanities-1061125.pdf']";
