,access_right,communities,conference_acronym,conference_dates,conference_place,conference_title,conference_url,contributors,creators,description,doi,keywords,license,notes,prereserve_doi,publication_date,publication_type,references,title,upload_type,files;
"85,open,""[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]"",DHd 2015,23.02.2015-27.02.2015,Graz,""DHd 2015 Von Daten zu Erkenntnissen: Digitale Geisteswissenschaften als Mittler zwischen Information und Interpretation. 2. Tagung des Verbands """"Digital Humanities im deutschsprachigen Raum"""""",https://dhd2015.uni-graz.at/de/,""[{'affiliation': 'Zentrum für Informationsmodellierung - Austrian Centre for Digital Humanities, Universität Graz', 'name': 'Stigler, Johannes', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]"",""[{'affiliation': 'LAB1100, Niederlande', 'name': 'van Bree, Pim'}, {'affiliation': 'LAB1100, Niederlande', 'name': 'Kessels, Geert'}]"",A single abstract from the DHd-2015 Book of Abstracts.,10.5281/zenodo.4623360,['DHd2015'],CC-BY-4.0,""Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema """"Nachname, Vorname"""" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig."",""{'doi': '10.5281/zenodo.4623360', 'recid': 4623360}"",2015-03-12,conferencepaper,['http://gams.uni-graz.at/o:dhd2015.abstracts-gesamt'],Exploring the reuse of data in the humanities by means of asynchronous collaboration and authorship in nodegoat,publication,['150226_Theorie_III_3_van_Bree-Exploring_the_reuse_of_data_in_the_humanities_by_means_of_asynchronous_collaboration_and_authorship.pdf']";
"86,open,""[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]"",DHd 2015,23.02.2015-27.02.2015,Graz,""DHd 2015 Von Daten zu Erkenntnissen: Digitale Geisteswissenschaften als Mittler zwischen Information und Interpretation. 2. Tagung des Verbands """"Digital Humanities im deutschsprachigen Raum"""""",https://dhd2015.uni-graz.at/de/,""[{'affiliation': 'Zentrum für Informationsmodellierung - Austrian Centre for Digital Humanities, Universität Graz', 'name': 'Stigler, Johannes', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]"",""[{'affiliation': 'Universität Leipzig, Deutschland', 'name': 'Focht, Josef'}]"",A single abstract from the DHd-2015 Book of Abstracts.,10.5281/zenodo.4623362,['DHd2015'],CC-BY-4.0,""Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema """"Nachname, Vorname"""" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig."",""{'doi': '10.5281/zenodo.4623362', 'recid': 4623362}"",2015-03-12,conferencepaper,['http://gams.uni-graz.at/o:dhd2015.abstracts-gesamt'],Die getriebenen Geisteswissenschaften – oder: Warum der Schritt von der Daten- zur Wissensproduktion nicht immer gelingt,publication,['150226_Theorie_IV_1_Focht-Die_getriebenen_Geisteswissenschaften_–_oder-1781190.pdf']";
"87,open,""[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]"",DHd 2015,23.02.2015-27.02.2015,Graz,""DHd 2015 Von Daten zu Erkenntnissen: Digitale Geisteswissenschaften als Mittler zwischen Information und Interpretation. 2. Tagung des Verbands """"Digital Humanities im deutschsprachigen Raum"""""",https://dhd2015.uni-graz.at/de/,""[{'affiliation': 'Zentrum für Informationsmodellierung - Austrian Centre for Digital Humanities, Universität Graz', 'name': 'Stigler, Johannes', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]"",""[{'affiliation': 'Universität Paderborn, Deutschland', 'name': 'Beer, Nikolaos'}, {'affiliation': 'Universität Paderborn, Deutschland', 'name': 'Röwenstrunk, Daniel'}]"",A single abstract from the DHd-2015 Book of Abstracts.,10.5281/zenodo.4623364,['DHd2015'],CC-BY-4.0,""Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema """"Nachname, Vorname"""" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig."",""{'doi': '10.5281/zenodo.4623364', 'recid': 4623364}"",2015-03-12,conferencepaper,['http://gams.uni-graz.at/o:dhd2015.abstracts-gesamt'],Einführung in die Nutzung der Edirom Tools im Kontext digitaler Musikeditionen,publication,['150224_Workshop_VIII_Beer-EinfÅhrung_in_die_Nutzung_der_Edirom_Tools_im_Kontext_digitaler_Musikeditionen-1711192_a.pdf']";
"88,open,""[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]"",DHd 2015,23.02.2015-27.02.2015,Graz,""DHd 2015 Von Daten zu Erkenntnissen: Digitale Geisteswissenschaften als Mittler zwischen Information und Interpretation. 2. Tagung des Verbands """"Digital Humanities im deutschsprachigen Raum"""""",https://dhd2015.uni-graz.at/de/,""[{'affiliation': 'Zentrum für Informationsmodellierung - Austrian Centre for Digital Humanities, Universität Graz', 'name': 'Stigler, Johannes', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]"",""[{'affiliation': 'Universität Erlangen', 'name': 'Görz, Günther'}, {'affiliation': 'Universität Bamberg', 'name': 'Henrich, Andreas'}, {'affiliation': 'Universität Leipzig', 'name': 'Heyer, Gerhard'}, {'affiliation': 'Universität Lüneburg', 'name': 'Warnke, Martin'}]"",A single abstract from the DHd-2015 Book of Abstracts.,10.5281/zenodo.4623366,['DHd2015'],CC-BY-4.0,""Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema """"Nachname, Vorname"""" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig."",""{'doi': '10.5281/zenodo.4623366', 'recid': 4623366}"",2015-03-12,conferencepaper,['http://gams.uni-graz.at/o:dhd2015.abstracts-gesamt'],Digital Humanities aus der Sicht der Informatik,publication,['150226_Theorie_IV_2_Gîrz-Digital_Humanities_aus_der_Sicht_der_Informatik-1791196.pdf']";
"89,open,""[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]"",DHd 2015,23.02.2015-27.02.2015,Graz,""DHd 2015 Von Daten zu Erkenntnissen: Digitale Geisteswissenschaften als Mittler zwischen Information und Interpretation. 2. Tagung des Verbands """"Digital Humanities im deutschsprachigen Raum"""""",https://dhd2015.uni-graz.at/de/,""[{'affiliation': 'Zentrum für Informationsmodellierung - Austrian Centre for Digital Humanities, Universität Graz', 'name': 'Stigler, Johannes', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]"",""[{'affiliation': 'Univeresität Paderborn, Deutschland', 'name': 'Meise, Bianca'}]"",A single abstract from the DHd-2015 Book of Abstracts.,10.5281/zenodo.4623368,['DHd2015'],CC-BY-4.0,""Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema """"Nachname, Vorname"""" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig."",""{'doi': '10.5281/zenodo.4623368', 'recid': 4623368}"",2015-03-12,conferencepaper,['http://gams.uni-graz.at/o:dhd2015.abstracts-gesamt'],Bildungspotenziale digitaler Musik-Editionen zwischen Demokratisierung und Ungewissheit. Ein theoretischer Verortungsversuch,publication,['150226_Theorie_IV_3_Meise-Bildungspotenziale_digitaler_Musik-Editionen_zwischen_Demokratisierung-1611187.pdf']";
"90,open,""[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]"",DHd 2015,23.02.2015-27.02.2015,Graz,""DHd 2015 Von Daten zu Erkenntnissen: Digitale Geisteswissenschaften als Mittler zwischen Information und Interpretation. 2. Tagung des Verbands """"Digital Humanities im deutschsprachigen Raum"""""",https://dhd2015.uni-graz.at/de/,""[{'affiliation': 'Zentrum für Informationsmodellierung - Austrian Centre for Digital Humanities, Universität Graz', 'name': 'Stigler, Johannes', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]"",""[{'affiliation': 'Friedrich-Schiller-Universität Jena, Deutschland', 'name': 'Engelmann, Ines'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Sidorenko, Wladimir'}, {'affiliation': 'Ludwig-Maximilians-Universität München, Deutschland', 'name': 'Neuberger, Christoph'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Stede, Manfred'}]"",A single abstract from the DHd-2015 Book of Abstracts.,10.5281/zenodo.4623370,['DHd2015'],CC-BY-4.0,""Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema """"Nachname, Vorname"""" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig."",""{'doi': '10.5281/zenodo.4623370', 'recid': 4623370}"",2015-03-12,conferencepaper,['http://gams.uni-graz.at/o:dhd2015.abstracts-gesamt'],Meinungen in Twitterdiskursen. Potenziale der automatisierten Inhaltsanalyse aus der Computerlinguistik für Fragestellungen der Kommunikationswissenschaft,publication,['150227_EmpirischeAnsÑtze_1_Engelmann-Meinungen_in_Twitterdiskursen_Potenziale_der_automatisierten_Inhaltsanalyse_aus_der_Computerlinguist.pdf']";
"91,open,""[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]"",DHd 2015,23.02.2015-27.02.2015,Graz,""DHd 2015 Von Daten zu Erkenntnissen: Digitale Geisteswissenschaften als Mittler zwischen Information und Interpretation. 2. Tagung des Verbands """"Digital Humanities im deutschsprachigen Raum"""""",https://dhd2015.uni-graz.at/de/,""[{'affiliation': 'Zentrum für Informationsmodellierung - Austrian Centre for Digital Humanities, Universität Graz', 'name': 'Stigler, Johannes', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]"",""[{'affiliation': 'Universität Paderborn', 'name': 'Stuß, Valentina'}, {'affiliation': 'Universität Paderborn', 'name': 'Geierhos, Michaela'}]"",A single abstract from the DHd-2015 Book of Abstracts.,10.5281/zenodo.4623372,['DHd2015'],CC-BY-4.0,""Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema """"Nachname, Vorname"""" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig."",""{'doi': '10.5281/zenodo.4623372', 'recid': 4623372}"",2015-03-12,conferencepaper,['http://gams.uni-graz.at/o:dhd2015.abstracts-gesamt'],Identifikation kognitiver Effekte in Online-Bewertungen,publication,['150227_EmpirischeAnsÑtze_2_Stu·-Identifikation_kognitiver_Effekte_in_Online-Bewertungen-801064.pdf']";
"92,open,""[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]"",DHd 2015,23.02.2015-27.02.2015,Graz,""DHd 2015 Von Daten zu Erkenntnissen: Digitale Geisteswissenschaften als Mittler zwischen Information und Interpretation. 2. Tagung des Verbands """"Digital Humanities im deutschsprachigen Raum"""""",https://dhd2015.uni-graz.at/de/,""[{'affiliation': 'Zentrum für Informationsmodellierung - Austrian Centre for Digital Humanities, Universität Graz', 'name': 'Stigler, Johannes', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]"",""[{'affiliation': 'Ruhr-Universität Bochum', 'name': 'Elwert, Frederik'}, {'affiliation': 'Ruhr-Universität Bochum', 'name': 'Gerhards, Simone'}, {'affiliation': 'Ruhr-Universität Bochum', 'name': 'Sellmer, Sven'}]"",A single abstract from the DHd-2015 Book of Abstracts.,10.5281/zenodo.4623374,['DHd2015'],CC-BY-4.0,""Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema """"Nachname, Vorname"""" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig."",""{'doi': '10.5281/zenodo.4623374', 'recid': 4623374}"",2015-03-12,conferencepaper,['http://gams.uni-graz.at/o:dhd2015.abstracts-gesamt'],Beziehung und Bedeutung. Soziale und semantische Netzwerkanalyse religionshistorischer Korpora,publication,['150227_EmpirischeAnsÑtze_3_Elwert-Beziehung_und_Bedeutung_Soziale_und_semantische_Netzwerkanalyse_religionshistorischer_Korpora-1311163.pdf']";
"93,open,""[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]"",DHd 2015,23.02.2015-27.02.2015,Graz,""DHd 2015 Von Daten zu Erkenntnissen: Digitale Geisteswissenschaften als Mittler zwischen Information und Interpretation. 2. Tagung des Verbands """"Digital Humanities im deutschsprachigen Raum"""""",https://dhd2015.uni-graz.at/de/,""[{'affiliation': 'Zentrum für Informationsmodellierung - Austrian Centre for Digital Humanities, Universität Graz', 'name': 'Stigler, Johannes', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]"",""[{'affiliation': 'Universität Wien', 'name': 'Ivanovic, Christine'}, {'affiliation': 'Technische Universität Wien', 'name': 'Frank, Andrew'}]"",A single abstract from the DHd-2015 Book of Abstracts.,10.5281/zenodo.4623376,['DHd2015'],CC-BY-4.0,""Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema """"Nachname, Vorname"""" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig."",""{'doi': '10.5281/zenodo.4623376', 'recid': 4623376}"",2015-03-12,conferencepaper,['http://gams.uni-graz.at/o:dhd2015.abstracts-gesamt'],Auf der Suche nach dem erfüllten Raum: Digitale Korpusanalyse in der Literaturwissenschaft am Beispiel von Ilse Aichinger,publication,['150227_Philologie_IX_1_Ivanovic-Digitale_Korpusanalyse_in_der_Literaturwissenschaft_am_Beispiel_von_Ilse_Aichinger-1761194.pdf']";
"94,open,""[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]"",DHd 2015,23.02.2015-27.02.2015,Graz,""DHd 2015 Von Daten zu Erkenntnissen: Digitale Geisteswissenschaften als Mittler zwischen Information und Interpretation. 2. Tagung des Verbands """"Digital Humanities im deutschsprachigen Raum"""""",https://dhd2015.uni-graz.at/de/,""[{'affiliation': 'Zentrum für Informationsmodellierung - Austrian Centre for Digital Humanities, Universität Graz', 'name': 'Stigler, Johannes', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]"",""[{'affiliation': 'Universität Leipzig, Deutschland', 'name': 'Burr, Elisabeth'}, {'affiliation': 'Universität Leipzig, Deutschland', 'name': 'Burkhardt, Julia'}, {'affiliation': 'Universität Leipzig, Deutschland', 'name': 'Potapenko, Elena'}, {'affiliation': 'Universität Leipzig, Deutschland', 'name': 'Sierig, Rebecca'}, {'affiliation': 'Universität Leipzig, Deutschland', 'name': 'Durán, Arámis Concepción'}]"",A single abstract from the DHd-2015 Book of Abstracts.,10.5281/zenodo.4623378,['DHd2015'],CC-BY-4.0,""Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema """"Nachname, Vorname"""" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig."",""{'doi': '10.5281/zenodo.4623378', 'recid': 4623378}"",2015-03-12,conferencepaper,['http://gams.uni-graz.at/o:dhd2015.abstracts-gesamt'],Das Duisburg-Leipzig Korpus romanischer Zeitungssprachen und sein Textmodell,publication,['150227_Philologie_IX_2_Burr-Das_Duisburg-Leipzig_Korpus_romanischer_Zeitungssprachen-1771016.pdf']";
"95,open,""[{'identifier': 'dhd'}, {'identifier': 'zenodo'}]"",DHd 2015,23.02.2015-27.02.2015,Graz,""DHd 2015 Von Daten zu Erkenntnissen: Digitale Geisteswissenschaften als Mittler zwischen Information und Interpretation. 2. Tagung des Verbands """"Digital Humanities im deutschsprachigen Raum"""""",https://dhd2015.uni-graz.at/de/,""[{'affiliation': 'Zentrum für Informationsmodellierung - Austrian Centre for Digital Humanities, Universität Graz', 'name': 'Stigler, Johannes', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V.', 'name': 'Helling, Patrick', 'type': 'Editor'}]"",""[{'affiliation': 'Georg-Eckert-Institut Leibniz-Institut für internationale Schulbuchforschung, Braunschweig', 'name': 'Weiß, Andreas'}, {'affiliation': 'Georg-Eckert-Institut Leibniz-Institut für internationale Schulbuchforschung, Braunschweig', 'name': 'Fiedler, Maik'}]"",A single abstract from the DHd-2015 Book of Abstracts.,10.5281/zenodo.4623380,['DHd2015'],CC-BY-4.0,""Sofern eine editorische Arbeit an dieser Publikation stattgefunden hat, dann bestand diese aus der Eliminierung von Bindestrichen in Überschriften, die aufgrund fehlerhafter Silbentrennung entstanden sind, der Vereinheitlichung von Namen der Autor*innen in das Schema """"Nachname, Vorname"""" und/oder der Trennung von Überschrift und Unterüberschrift durch die Setzung eines Punktes, sofern notwendig."",""{'doi': '10.5281/zenodo.4623380', 'recid': 4623380}"",2015-03-12,conferencepaper,['http://gams.uni-graz.at/o:dhd2015.abstracts-gesamt'],Bearbeitung großer digitaler Korpora mit Topic Modeling,publication,['150227_Philologie_IX_3_Weiß-Welt_der_Kinder_–_Bearbeitung_großer_digitaler_Korpora-1431168.pdf']";
